"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"52276-63819","WR","Darius","Darius Slayton","Slayton","7.933333079020183","12","5400","ARI@NYG","NYG","ARI","","","","",""
"52276-90537","WR","Henry","Henry Ruggs III","Ruggs III","6.3799999237060545","10","5400","IND@LV","LV","IND","","","","",""
"52276-86780","RB","Salvon","Salvon Ahmed","Ahmed","7.300000190734863","4","5400","KC@MIA","MIA","KC","O","Shoulder","","",""
"52276-48116","TE","Jonnu","Jonnu Smith","Smith","9.69000015258789","10","5400","TEN@JAC","TEN","JAC","","","","",""
"52276-25837","RB","Duke","Duke Johnson","Johnson","6.35","10","5400","HOU@CHI","HOU","CHI","","","","",""
"52276-28181","RB","Le'Veon","Le'Veon Bell","Bell","4.844444274902344","9","5400","KC@MIA","KC","MIA","","","","",""
"52276-7761","TE","Jared","Jared Cook","Cook","6.527273004705256","11","5400","NO@PHI","NO","PHI","","","","",""
"52276-40647","WR","Marquez","Marquez Valdes-Scantling","Valdes-Scantling","7.927272449840199","11","5400","GB@DET","GB","DET","","","","",""
"52276-57091","WR","Tim","Tim Patrick","Patrick","10.063636086203836","11","5400","DEN@CAR","DEN","CAR","","","","",""
"52276-87859","WR","Laviska","Laviska Shenault Jr.","Shenault Jr.","7.819999694824219","10","5400","TEN@JAC","JAC","TEN","","","","",""
"52276-14257","WR","Randall","Randall Cobb","Cobb","8.109999847412109","10","5400","HOU@CHI","HOU","CHI","IR","Toe","","",""
"52276-69956","WR","Michael","Michael Gallup","Gallup","8.033333460489908","12","5300","DAL@CIN","DAL","CIN","","","","",""
"52276-43334","RB","J.D.","J.D. McKissic","McKissic","7.991666793823242","12","5300","WAS@SF","WAS","SF","","","","",""
"52276-43433","RB","Boston","Boston Scott","Scott","5.758333206176758","12","5300","NO@PHI","PHI","NO","","","","",""
"52276-57986","WR","Hunter","Hunter Renfrow","Renfrow","7.383333206176758","12","5300","IND@LV","LV","IND","","","","",""
"52276-54010","RB","Brian","Brian Hill","Hill","4.708333333333333","12","5300","ATL@LAC","ATL","LAC","","","","",""
"52276-29780","TE","Zach","Zach Ertz","Ertz","5.985714503696987","7","5300","NO@PHI","PHI","NO","","","","",""
"52276-83081","RB","Chase","Chase Edmonds","Edmonds","9.566666920979818","12","5300","ARI@NYG","ARI","NYG","","","","",""
"52276-11505","WR","Emmanuel","Emmanuel Sanders","Sanders","8.40999984741211","10","5300","NO@PHI","NO","PHI","","","","",""
"52276-71352","WR","Mecole","Mecole Hardman","Hardman","6.791666666666667","12","5300","KC@MIA","KC","MIA","","","","",""
