Week,Year,GID,Last Name,First Name,Pos,Team,h/a,Oppt,FD points,FD salary
3,2020,1554,Hurts, Jalen,QB,phi,h,cin,0.8,6000
3,2020,1496,Brissett, Jacoby,QB,ind,h,nyj,0.68,6000
3,2020,1553,Streveler, Chris,QB,ari,h,det,0,6000
3,2020,1545,Finley, Ryan,QB,cin,a,phi,0,6000
3,2020,5562,Kamara, Alvin,RB,nor,h,gnb,38.2,8600
3,2020,2890,Burkhead, Rex,RB,nwe,h,lvr,31.3,4800
3,2020,5849,Robinson, James,RB,jac,h,mia,27.9,6400
3,2020,5445,Henry, Derrick,RB,ten,a,min,26,8200
3,2020,5575,Ekeler, Austin,RB,lac,h,car,25.8,7500
3,2020,5559,Cook, Dalvin,RB,min,h,ten,24.9,8600
3,2020,5622,Chubb, Nick,RB,cle,h,was,23.5,7800
3,2020,5537,Conner, James,RB,pit,h,hou,22.9,7100
3,2020,5703,Wilson Jr., Jeff,RB,sfo,a,nyg,20.4,5200
3,2020,5320,Davis, Mike,RB,car,a,lac,19.1,6000
3,2020,5716,Henderson, Darrell,RB,lar,a,buf,18.5,5800
3,2020,5818,Edwards-Helaire, Clyde,RB,kan,a,bal,15.9,7600
3,2020,5543,Jones, Aaron,RB,gnb,a,nor,15.6,8200
3,2020,2935,McKinnon, Jerick,RB,sfo,a,nyg,15.2,5700
3,2020,5615,Michel, Sony,RB,nwe,h,lvr,15,5700
3,2020,5444,Elliott, Ezekiel,RB,dal,a,sea,14.8,9000
3,2020,2992,Gurley, Todd,RB,atl,h,chi,14.7,6600
3,2020,5608,Hill, Brian,RB,atl,h,chi,14.5,4600
3,2020,5717,Singletary, Devin,RB,buf,h,lar,14.1,5900
3,2020,5560,Hunt, Kareem,RB,cle,h,was,13.4,6200
3,2020,5714,Sanders, Miles,RB,phi,h,cin,12.7,7400
3,2020,5820,Taylor, Jonathan,RB,ind,h,nyj,12.7,6700
3,2020,5789,Gaskin, Myles,RB,mia,a,jac,12,5600
3,2020,5395,Johnson, David,RB,hou,a,pit,11.6,6900
3,2020,5827,Gibson, Antonio,RB,was,a,cle,11.5,5500
3,2020,5565,Carson, Chris,RB,sea,h,dal,9.1,7700
3,2020,2553,Peterson, Adrian,RB,det,a,ari,9,5100
3,2020,5446,Drake, Kenyan,RB,ari,h,det,8.4,6500
3,2020,5617,Jones, Ronald,RB,tam,a,den,8.3,5600
3,2020,5623,Hines, Nyheim,RB,ind,h,nyj,8.1,5300
3,2020,5712,Jacobs, Josh,RB,lvr,a,nwe,7.8,8300
3,2020,5628,Ballage, Kalen,RB,nyj,a,ind,7.7,4500
3,2020,5535,Mixon, Joe,RB,cin,a,phi,7.5,7000
3,2020,2889,Bernard, Giovani,RB,cin,a,phi,7,4800
3,2020,2899,Murray, Latavius,RB,nor,h,gnb,7,5500
3,2020,2822,Sherman, Anthony,RB,kan,a,bal,7,4500
3,2020,2467,Gore, Frank,RB,nyj,a,ind,6.7,5400
3,2020,5586,McKissic, J.D.,RB,was,a,cle,6.7,4800
3,2020,5821,Dobbins, J.K.,RB,bal,h,kan,6.4,5700
3,2020,5713,Montgomery, David,RB,chi,a,atl,6.4,6100
3,2020,2915,Thompson, Chris,RB,jac,h,mia,6.3,5300
3,2020,5447,Howard, Jordan,RB,mia,a,jac,6.1,5400
3,2020,2991,Gordon, Melvin,RB,den,h,tam,5.8,6500
3,2020,5564,Cohen, Tarik,RB,chi,a,atl,5.6,5000
3,2020,5864,McFarland, Anthony,RB,pit,h,hou,5.4,4500
3,2020,5625,Wilkins, Jordan,RB,ind,h,nyj,5,4600
3,2020,5620,Freeman, Royce,RB,den,h,tam,4.5,4700
3,2020,5619,Edmonds, Chase,RB,ari,h,det,4.4,5000
3,2020,5850,Taylor, J.J.,RB,nwe,h,lvr,4.3,4600
3,2020,5829,Kelley, Joshua,RB,lac,h,car,4.2,5900
3,2020,5681,Edwards, Gus,RB,bal,h,kan,3.9,4700
3,2020,5490,Richard, Jalen,RB,lvr,a,nwe,3.7,4500
3,2020,5621,Johnson, Kerryon,RB,det,a,ari,3.5,5200
3,2020,2707,McCoy, LeSean,RB,tam,a,den,3.4,4700
3,2020,5863,Perine, La'Mical,RB,nyj,a,ind,3.3,4700
3,2020,5534,Fournette, Leonard,RB,tam,a,den,3.2,6400
3,2020,5468,Booker, Devontae,RB,lvr,a,nwe,3.1,4900
3,2020,2793,Ingram, Mark,RB,bal,h,kan,3,6300
3,2020,2933,Hyde, Carlos,RB,sea,h,dal,2.8,5500
3,2020,5720,Mattison, Alexander,RB,min,h,ten,2.7,4700
3,2020,5822,Swift, D'Andre,RB,det,a,ari,2.4,5300
3,2020,5547,Gallman, Wayne,RB,nyg,h,sfo,2.4,5400
3,2020,5470,Ervin, Tyler,RB,gnb,a,nor,2.3,4500
3,2020,5865,Hasty, JaMycal,RB,sfo,a,nyg,2.3,4500
3,2020,5541,Williams, Jamaal,RB,gnb,a,nor,2.2,5100
3,2020,5441,Brown, Malcolm,RB,lar,a,buf,1.9,5600
3,2020,5738,Homer, Travis,RB,sea,h,dal,1.9,4500
3,2020,5482,Janovich, Andy,RB,cle,h,was,1.8,4500
3,2020,2993,Yeldon, T.J.,RB,buf,h,lar,1.8,4500
3,2020,5708,Williams, Darrel,RB,kan,a,bal,1.7,4800
3,2020,5735,Bonnafon, Reggie,RB,car,a,lac,1.6,4500
3,2020,5581,Ham, C.J.,RB,min,h,ten,1.6,4500
3,2020,5764,Ingold, Alec,RB,lvr,a,nwe,1.6,4500
3,2020,2816,Lewis, Dion,RB,nyg,h,sfo,1.5,5500
3,2020,2908,Juszczyk, Kyle,RB,sfo,a,nyg,1.2,4500
3,2020,5778,Johnson, Jakob,RB,nwe,h,lvr,1.1,4500
3,2020,5762,Gillaspia, Cullen,RB,hou,a,pit,1.1,4500
3,2020,5740,Snell, Benny,RB,pit,h,hou,1.1,4800
3,2020,5542,McNichols, Jeremy,RB,ten,a,min,1,4500
3,2020,2930,Freeman, Devonta,RB,nyg,h,sfo,1,5200
3,2020,5826,Evans, Darrynton,RB,ten,a,min,0.9,4500
3,2020,5492,Smith, Keith,RB,atl,h,chi,0.8,4500
3,2020,5583,Clement, Corey,RB,phi,h,cin,0.8,4700
3,2020,5507,Barber, Peyton,RB,was,a,cle,0.6,5100
3,2020,5624,Scott, Boston,RB,phi,h,cin,0.5,4900
3,2020,5567,Breida, Matt,RB,mia,a,jac,0.4,5000
3,2020,5688,Samuels, Jaylen,RB,pit,h,hou,0.1,4500
3,2020,5448,Prosise, C.J.,RB,hou,a,pit,0.1,4500
3,2020,5662,Boone, Mike,RB,min,h,ten,0,4500
3,2020,5483,Washington, Dwayne,RB,nor,h,gnb,0,4500
3,2020,5415,Burton, Michael,RB,nor,h,gnb,0,4500
3,2020,5663,Bellore, Nick,RB,sea,h,dal,0,4500
3,2020,2834,Miller, Bruce,RB,jac,h,mia,0,4500
3,2020,5718,Pollard, Tony,RB,dal,a,sea,0,4800
3,2020,5800,Blasingame, Khari,RB,ten,a,min,0,4500
3,2020,5658,Smith, Ito,RB,atl,h,chi,0,4500
3,2020,5815,Nall, Ryan,RB,chi,a,atl,0,4500
3,2020,5825,Dillon, AJ,RB,gnb,a,nor,0,4500
3,2020,5737,Cox, Chandler,RB,mia,a,jac,0,4500
3,2020,5588,Penny, Elijhaa,RB,nyg,h,sfo,0,4600
3,2020,2995,Abdullah, Ameer,RB,min,h,ten,0,4500
3,2020,2887,Barner, Kenjon,RB,tam,a,den,0,4500
3,2020,5788,Laird, Patrick,RB,mia,a,jac,0,4700
3,2020,5746,Johnson, D'Ernest,RB,cle,h,was,0,4500
3,2020,5763,Howell, Buddy,RB,hou,a,pit,0,4500
3,2020,5722,Ollison, Qadree,RB,atl,h,chi,0,4500
3,2020,5504,Watt, Derek,RB,pit,h,hou,0,4500
3,2020,5697,Ogunbowale, Dare,RB,jac,h,mia,0,4600
3,2020,5644,Armah, Alex,RB,car,a,lac,0,4700
3,2020,4783,Gilliam, Reggie,RB,buf,h,lar,0,4500
3,2020,2820,Jones, Taiwan,RB,buf,h,lar,0,4500
3,2020,5538,Perine, Samaje,RB,cin,a,phi,0,4500
3,2020,5743,Ricard, Patrick,RB,bal,h,kan,0,4500
3,2020,5866,Calais, Raymond,RB,lar,a,buf,0,4500
3,2020,5744,Thompson, Darwin,RB,kan,a,bal,-0.9,4500
3,2020,5386,Lockett, Tyler,WR,sea,h,dal,32.5,6800
3,2020,5835,Jefferson, Justin,WR,min,h,ten,27,4900
3,2020,5766,Wilson, Cedrick,WR,dal,a,sea,25.2,4500
3,2020,5198,Allen, Keenan,WR,lac,h,car,23.7,7100
3,2020,5711,Lazard, Allen,WR,gnb,a,nor,23.4,5600
3,2020,5258,Robinson, Allen,WR,chi,a,atl,23.3,6900
3,2020,5634,Gallup, Michael,WR,dal,a,sea,22.8,5700
3,2020,5552,Kupp, Cooper,WR,lar,a,buf,21.2,7100
3,2020,5217,Woods, Robert,WR,lar,a,buf,18.9,6600
3,2020,5206,Hopkins, DeAndre,WR,ari,h,det,18.7,8500
3,2020,5485,Hill, Tyreek,WR,kan,a,bal,18.7,8100
3,2020,5830,Aiyuk, Brandon,WR,sfo,a,nyg,18.6,4800
3,2020,5839,Higgins, Tee,WR,cin,a,phi,18.5,4700
3,2020,5734,Isabella, Andy,WR,ari,h,det,18.1,4500
3,2020,5455,Boyd, Tyler,WR,cin,a,phi,17.5,5800
3,2020,5125,Cobb, Randall,WR,hou,a,pit,17.5,5200
3,2020,5761,Renfrow, Hunter,WR,lvr,a,nwe,17.4,5100
3,2020,5097,Inman, Dontrelle,WR,was,a,cle,17.3,4700
3,2020,5725,Metcalf, D.K.,WR,sea,h,dal,17,6500
3,2020,5793,Ward, Greg,WR,phi,h,cin,16.6,4700
3,2020,5727,Hardman, Mecole,WR,kan,a,bal,16.1,5200
3,2020,5579,Godwin, Chris,WR,tam,a,den,14.9,7900
3,2020,5554,Golladay, Kenny,WR,det,a,ari,14.7,7500
3,2020,5641,Berrios, Braxton,WR,nyj,a,ind,14.4,5100
3,2020,5553,Smith-Schuster, JuJu,WR,pit,h,hou,14.3,7000
3,2020,5631,Ridley, Calvin,WR,atl,h,chi,14.2,8000
3,2020,3983,Sanders, Emmanuel,WR,nor,h,gnb,13.6,6400
3,2020,5454,Fuller, Will,WR,hou,a,pit,13.4,6000
3,2020,5253,Evans, Mike,WR,tam,a,den,13.2,7700
3,2020,5376,Cooper, Amari,WR,dal,a,sea,13.1,7000
3,2020,5163,Beasley, Cole,WR,buf,h,lar,13,5300
3,2020,5520,Raymond, Kalif,WR,ten,a,min,13,4600
3,2020,5424,Diggs, Stefon,WR,buf,h,lar,12.9,6900
3,2020,5651,Patrick, Tim,WR,den,h,tam,12.3,4600
3,2020,5632,Miller, Anthony,WR,chi,a,atl,12,5500
3,2020,5333,Thielen, Adam,WR,min,h,ten,10.8,7200
3,2020,5757,McLaurin, Terry,WR,was,a,cle,10.6,6700
3,2020,5858,Davis, Gabriel,WR,buf,h,lar,10.1,4600
3,2020,5772,Miller, Scott,WR,tam,a,den,9.8,5000
3,2020,5252,Watkins, Sammy,WR,kan,a,bal,9.7,5700
3,2020,5550,Davis, Corey,WR,ten,a,min,9.4,5300
3,2020,5380,Parker, DeVante,WR,mia,a,jac,9.4,6600
3,2020,5831,Lamb, CeeDee,WR,dal,a,sea,9.1,5600
3,2020,5598,Bourne, Kendrick,WR,sfo,a,nyg,8.3,5500
3,2020,5502,Anderson, Robby,WR,car,a,lac,8,6100
3,2020,5832,Jeudy, Jerry,WR,den,h,tam,8,5300
3,2020,5323,Beckham Jr., Odell,WR,cle,h,was,7.9,6800
3,2020,5841,Duvernay, Devin,WR,bal,h,kan,7.7,4500
3,2020,5755,Williams, Preston,WR,mia,a,jac,7.7,5600
3,2020,5633,Moore, D.J.,WR,car,a,lac,7.5,6700
3,2020,5556,Samuel, Curtis,WR,car,a,lac,7.2,5100
3,2020,5151,Hilton, T.Y.,WR,ind,h,nyj,6.7,6200
3,2020,5168,Jones, Marvin,WR,det,a,ari,6.6,6100
3,2020,5570,Cole, Keelan,WR,jac,h,mia,6.3,5800
3,2020,5639,Smith, Tre'Quan,WR,nor,h,gnb,6.2,5400
3,2020,3995,Tate, Golden,WR,nyg,h,sfo,6.1,5400
3,2020,5091,Green, A.J.,WR,cin,a,phi,6.1,5900
3,2020,5412,Humphries, Adam,WR,ten,a,min,6.1,4600
3,2020,5635,Washington, James,WR,pit,h,hou,6.1,4900
3,2020,5799,Zaccheaus, Olamide,WR,atl,h,chi,6.1,4500
3,2020,5582,Reynolds, Josh,WR,lar,a,buf,6,4600
3,2020,5847,Shenault Jr., Laviska,WR,jac,h,mia,5.9,5300
3,2020,5854,Edwards, Bryan,WR,lvr,a,nwe,5.8,4900
3,2020,5335,Landry, Jarvis,WR,cle,h,was,5.6,5800
3,2020,5486,Grant, Jakeem,WR,mia,a,jac,5.3,4800
3,2020,5867,Wright, Isaiah,WR,was,a,cle,5,4500
3,2020,5212,Stills, Kenny,WR,hou,a,pit,5,4700
3,2020,5385,Conley, Chris,WR,jac,h,mia,4.9,5100
3,2020,5767,Slayton, Darius,WR,nyg,h,sfo,4.8,5500
3,2020,5557,Jones, Zay,WR,lvr,a,nwe,4.7,4500
3,2020,5724,Harry, N'Keal,WR,nwe,h,lvr,4.6,5300
3,2020,5869,Cager, Lawrence,WR,nyj,a,ind,4.5,4500
3,2020,5647,Pascal, Zach,WR,ind,h,nyj,4.4,5100
3,2020,5842,Hamler, KJ,WR,den,h,tam,4.3,4500
3,2020,5689,Powell, Brandon,WR,atl,h,chi,4.2,4500
3,2020,5531,Byrd, Damiere,WR,nwe,h,lvr,4.2,4500
3,2020,5378,Agholor, Nelson,WR,lvr,a,nwe,4.2,4800
3,2020,5837,Pittman Jr., Michael,WR,ind,h,nyj,4.1,5000
3,2020,5696,Tate, Auden,WR,cin,a,phi,3.9,4500
3,2020,5255,Cooks, Brandin,WR,hou,a,pit,3.8,5700
3,2020,5680,Gage, Russell,WR,atl,h,chi,3.6,5600
3,2020,3670,Ginn Jr., Ted,WR,chi,a,atl,3.4,4600
3,2020,5731,Johnson, KeeSean,WR,ari,h,det,3.4,4500
3,2020,5686,Burnett, Deontay,WR,phi,h,cin,3.4,4500
3,2020,5678,Ratley, Damion,WR,nyg,h,sfo,3.4,4500
3,2020,5801,Guyton, Jalen,WR,lac,h,car,3.3,4800
3,2020,5870,Fountain, Daurice,WR,ind,h,nyj,3.3,
3,2020,3826,Edelman, Julian,WR,nwe,h,lvr,3.2,6500
3,2020,5855,Agnew, Jamal,WR,det,a,ari,3.2,
3,2020,5856,Hightower, John,WR,phi,h,cin,2.9,4500
3,2020,5861,Claypool, Chase,WR,pit,h,hou,2.9,5000
3,2020,5857,Mooney, Darnell,WR,chi,a,atl,2.9,4800
3,2020,5408,Roberts, Seth,WR,car,a,lac,2.6,4500
3,2020,5571,Taylor, Trent,WR,sfo,a,nyg,2.5,4500
3,2020,5706,Ford, Isaiah,WR,mia,a,jac,2.4,4900
3,2020,5730,Brown, Marquise,WR,bal,h,kan,2.3,6100
3,2020,3851,Amendola, Danny,WR,det,a,ari,2.3,5200
3,2020,5836,Gandy-Golden, Antonio,WR,was,a,cle,2.2,4600
3,2020,5594,Williams, Mike,WR,lac,h,car,2.2,5700
3,2020,3770,Jackson, DeSean,WR,phi,h,cin,2.1,5500
3,2020,5868,Hill, K.J.,WR,lac,h,car,2,4500
3,2020,5503,Thomas, Mike,WR,cin,a,phi,1.9,4700
3,2020,5853,Swain, Freddie,WR,sea,h,dal,1.8,4500
3,2020,5574,McKenzie, Isaiah,WR,buf,h,lar,1.5,4500
3,2020,5760,Harris, Deonte,WR,nor,h,gnb,1.5,4700
3,2020,5784,Board, C.J.,WR,nyg,h,sfo,1.4,4500
3,2020,5585,Brown, Noah,WR,dal,a,sea,1.4,4500
3,2020,5159,Sanu, Mohamed,WR,sfo,a,nyg,1.4,4900
3,2020,5287,Snead, Willie,WR,bal,h,kan,1.4,5200
3,2020,5748,Boykin, Miles,WR,bal,h,kan,1.3,4700
3,2020,5208,Patterson, Cordarrelle,WR,chi,a,atl,1.3,4800
3,2020,5872,Zuber, Isaiah,WR,nwe,h,lvr,1.3,4500
3,2020,5765,Spencer, Diontae,WR,den,h,tam,1.2,4500
3,2020,5692,Beebe, Chad,WR,min,h,ten,1.2,4500
3,2020,5656,Valdes-Scantling, Marquez,WR,gnb,a,nor,1,5100
3,2020,5603,Westbrook, Dede,WR,jac,h,mia,0.9,4600
3,2020,5754,Johnson, Diontae,WR,pit,h,hou,0.9,6300
3,2020,5860,Johnson, Collin,WR,jac,h,mia,0.8,4700
3,2020,5655,Moore, David,WR,sea,h,dal,0.7,4600
3,2020,3501,Fitzgerald, Larry,WR,ari,h,det,0.5,5400
3,2020,5602,Natson, JoJo,WR,cle,h,was,0.3,4500
3,2020,5666,Kemp, Marcus,WR,kan,a,bal,0,4500
3,2020,5679,Batson, Cameron,WR,ten,a,min,0,4500
3,2020,5862,Cleveland, Tyrie,WR,den,h,tam,0,4500
3,2020,5578,Hollins, Mack,WR,mia,a,jac,0,4600
3,2020,5759,Pringle, Byron,WR,kan,a,bal,0,4500
3,2020,5640,Hamilton, DaeSean,WR,den,h,tam,0,4600
3,2020,5167,Hogan, Chris,WR,nyj,a,ind,0,5000
3,2020,5677,Zylstra, Brandon,WR,car,a,lac,0,4500
3,2020,5353,Fowler, Bennie,WR,nor,h,gnb,0,4500
3,2020,5480,Erickson, Alex,WR,cin,a,phi,0,4500
3,2020,5702,Turner, Malik,WR,dal,a,sea,0,4500
3,2020,5699,Sherfield, Trent,WR,ari,h,det,0,4500
3,2020,5845,Proche, James,WR,bal,h,kan,0,4500
3,2020,5599,Malone, Josh,WR,nyj,a,ind,0,4500
3,2020,5462,Cooper, Pharoh,WR,car,a,lac,0,4500
3,2020,5515,Robinson, Demarcus,WR,kan,a,bal,0,5000
3,2020,5843,Reed, Joe,WR,lac,h,car,0,4500
3,2020,5747,Johnson, Olabisi,WR,min,h,ten,0,4700
3,2020,5264,Brown, John,WR,buf,h,lar,0,6400
3,2020,5846,Johnson, Tyler,WR,tam,a,den,0,4500
3,2020,5753,Sims Jr., Steven,WR,was,a,cle,0,4900
3,2020,5671,Wims, Javon,WR,chi,a,atl,0,4600
3,2020,5675,Hodge, KhaDarel,WR,cle,h,was,0,4500
3,2020,3978,Roberts, Andre,WR,buf,h,lar,0,4500
3,2020,5812,Sims, Cam,WR,was,a,cle,0,4500
3,2020,5790,Blake, Christian,WR,atl,h,chi,0,4500
3,2020,5871,Westbrook, Nick,WR,ten,a,min,0,4500
3,2020,3760,Slater, Matthew,WR,nwe,h,lvr,0,4500
3,2020,5654,Carter, DeAndre,WR,hou,a,pit,0,4500
3,2020,5732,Arcega-Whiteside, JJ,WR,phi,h,cin,0,4700
3,2020,5491,Holton, Johnny,WR,nyg,h,sfo,0,4500
3,2020,5749,Meyers, Jakobi,WR,nwe,h,lvr,0,4500
3,2020,5798,Dulin, Ashton,WR,ind,h,nyj,0,4500
3,2020,5802,Webster, Nsimba,WR,lar,a,buf,0,4500
3,2020,5774,Shepherd, Darrius,WR,gnb,a,nor,0,4500
3,2020,5844,Jefferson, Van,WR,lar,a,buf,0,4700
3,2020,5638,Pettis, Dante,WR,sfo,a,nyg,0,4600
3,2020,5595,Hall, Marvin,WR,det,a,ari,0,4800
3,2020,5852,Cephus, Quintez,WR,det,a,ari,0,4900
3,2020,4492,Graham, Jimmy,TE,chi,a,atl,21,5100
3,2020,4652,Kroft, Tyler,TE,buf,h,lar,16.4,4000
3,2020,4601,Ebron, Eric,TE,pit,h,hou,13.7,4700
3,2020,4744,Tonyan, Robert,TE,gnb,a,nor,13.5,4600
3,2020,4736,Alie-Cox, Mo,TE,ind,h,nyj,12.5,5000
3,2020,4582,Kelce, Travis,TE,kan,a,bal,11.7,7800
3,2020,4569,Ertz, Zach,TE,phi,h,cin,10.5,6200
3,2020,4653,James, Jesse,TE,det,a,ari,10.3,4000
3,2020,4760,Moreau, Foster,TE,lvr,a,nwe,9.5,4000
3,2020,4706,Smith, Jonnu,TE,ten,a,min,8.6,5600
3,2020,4368,Olsen, Greg,TE,sea,h,dal,8.6,5100
3,2020,4707,Hollister, Jacob,TE,sea,h,dal,8.6,4000
3,2020,4324,Lewis, Marcedes,TE,gnb,a,nor,8.3,4100
3,2020,4537,Rudolph, Kyle,TE,min,h,ten,8.1,4500
3,2020,4719,Gesicki, Mike,TE,mia,a,jac,8,5500
3,2020,4494,Gronkowski, Rob,TE,tam,a,den,7.8,5000
3,2020,4675,Henry, Hunter,TE,lac,h,car,7.5,6000
3,2020,4749,Hockenson, T.J.,TE,det,a,ari,7.3,5400
3,2020,4748,Fant, Noah,TE,den,h,tam,7.1,5800
3,2020,4680,Higbee, Tyler,TE,lar,a,buf,7,6100
3,2020,4660,Boyle, Nick,TE,bal,h,kan,7,4400
3,2020,4745,Dwelley, Ross,TE,sfo,a,nyg,6.9,4200
3,2020,4742,Schultz, Dalton,TE,dal,a,sea,6.8,4900
3,2020,4780,Bryant, Harrison,TE,cle,h,was,6.8,4200
3,2020,4535,Smith, Lee,TE,buf,h,lar,6.6,4000
3,2020,4720,Hurst, Hayden,TE,atl,h,chi,6.6,5700
3,2020,4700,Howard, O.J.,TE,tam,a,den,6.4,4700
3,2020,1463,Thomas, Logan,TE,was,a,cle,5.1,4900
3,2020,4773,Sternberger, Jace,TE,gnb,a,nor,5.1,4200
3,2020,4572,McDonald, Vance,TE,pit,h,hou,5,4200
3,2020,4705,Everett, Gerald,TE,lar,a,buf,4.4,4400
3,2020,4664,O'Shaughnessy, James,TE,jac,h,mia,4.4,4000
3,2020,4677,Hooper, Austin,TE,cle,h,was,4,5300
3,2020,4729,Akins, Jordan,TE,hou,a,pit,3.8,5000
3,2020,4701,Engram, Evan,TE,nyg,h,sfo,3.7,5900
3,2020,4721,Andrews, Mark,TE,bal,h,kan,3.7,7300
3,2020,4734,Herndon, Chris,TE,nyj,a,ind,3.6,5000
3,2020,4708,Daniels, Darrell,TE,ari,h,det,3.4,4000
3,2020,4573,Reed, Jordan,TE,sfo,a,nyg,3.3,5300
3,2020,4437,Cook, Jared,TE,nor,h,gnb,3.1,6600
3,2020,4642,Harris, Demetrius,TE,chi,a,atl,3,4000
3,2020,4784,Trautman, Adam,TE,nor,h,gnb,2.7,4000
3,2020,4669,Pruitt, MyCole,TE,ten,a,min,2.6,4000
3,2020,4629,Rodgers, Richard,TE,phi,h,cin,2.5,4000
3,2020,4568,Eifert, Tyler,TE,jac,h,mia,2.1,4900
3,2020,5419,Waller, Darren,TE,lvr,a,nwe,1.9,6600
3,2020,4770,Smith, Kaden,TE,nyg,h,sfo,1.8,4100
3,2020,4741,Arnold, Dan,TE,ari,h,det,1.6,4300
3,2020,4727,Dissly, Will,TE,sea,h,dal,1.5,4800
3,2020,4730,Thomas, Ian,TE,car,a,lac,1.4,4600
3,2020,4725,Goedert, Dallas,TE,phi,h,cin,1.2,5200
3,2020,4737,Smythe, Durham,TE,mia,a,jac,1.2,4100
3,2020,4532,Stocker, Luke,TE,atl,h,chi,1.1,4000
3,2020,4722,Butt, Jake,TE,den,h,tam,1,4000
3,2020,4711,Carter, Cethan,TE,cin,a,phi,0.6,4000
3,2020,4756,Sample, Drew,TE,cin,a,phi,0.6,4800
3,2020,4768,Hudson, Tanner,TE,tam,a,den,0,4000
3,2020,4714,Sprinkle, Jeremy,TE,was,a,cle,0,4000
3,2020,4738,Firkser, Anthony,TE,ten,a,min,0,4100
3,2020,4594,Doyle, Jack,TE,ind,h,nyj,0,5200
3,2020,4697,Manhertz, Chris,TE,car,a,lac,0,4000
3,2020,4765,Graham, Jaeden,TE,atl,h,chi,0,4000
3,2020,4609,Fells, Darren,TE,hou,a,pit,0,4700
3,2020,4751,Izzo, Ryan,TE,nwe,h,lvr,0,4100
3,2020,4761,Beck, Andrew,TE,den,h,tam,0,4000
3,2020,4785,Togiai, Noah,TE,ind,h,nyj,0,4000
3,2020,4709,Shaheen, Adam,TE,mia,a,jac,0,4300
3,2020,4778,Kmet, Cole,TE,chi,a,atl,0,4100
3,2020,4753,Brown, Pharaoh,TE,hou,a,pit,0,4000
3,2020,4599,Carrier, Derek,TE,lvr,a,nwe,0,4000
3,2020,4747,Mundt, Johnny,TE,lar,a,buf,0,4000
3,2020,4542,Green, Virgil,TE,lac,h,car,0,4000
3,2020,4763,Holtz, J.P.,TE,chi,a,atl,0,4000
3,2020,4731,Thomas, Jordan,TE,ari,h,det,0,4000
3,2020,4757,Smith Jr., Irv,TE,min,h,ten,0,4600
3,2020,4779,Asiasi, Devin,TE,nwe,h,lvr,0,4000
3,2020,4592,Griffin, Ryan,TE,nyj,a,ind,0,4100
3,2020,4666,Bell, Blake,TE,dal,a,sea,0,4000
3,2020,4764,Yelder, Deon,TE,kan,a,bal,0,4000
3,2020,4679,Anderson, Stephen,TE,lac,h,car,0,4000
3,2020,4577,Toilolo, Levine,TE,nyg,h,sfo,0,4000
3,2020,4586,Hill, Josh,TE,nor,h,gnb,0,4200
3,2020,5436,Brown, Daniel,TE,nyj,a,ind,0,4000
