"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"49877-39793","TE","George","George Kittle","Kittle","7.300000190734863","1","7400","SF@NYJ","SF","NYJ","O","Knee - mcl","","",""
"49877-22038","QB","Kirk","Kirk Cousins","Cousins","22.760000228881836","1","7400","MIN@IND","MIN","IND","","","","",""
"49877-32384","WR","Mike","Mike Evans","Evans","6.699999809265137","1","7400","CAR@TB","TB","CAR","","","","",""
"49877-70324","QB","Carson","Carson Wentz","Wentz","15","1","7300","LAR@PHI","PHI","LAR","","","","",""
"49877-39716","WR","Adam","Adam Thielen","Thielen","28","1","7300","MIN@IND","MIN","IND","","","","",""
"49877-38435","QB","Jared","Jared Goff","Goff","11.5","1","7300","LAR@PHI","LAR","PHI","","","","",""
"49877-79970","WR","Cooper","Cooper Kupp","Kupp","6","1","7200","LAR@PHI","LAR","PHI","","","","",""
"49877-6654","QB","Matthew","Matthew Stafford","Stafford","17.18000030517578","1","7200","DET@GB","DET","GB","","","","",""
"49877-62497","RB","David","David Johnson","Johnson","18.399999618530273","1","7200","BAL@HOU","HOU","BAL","","","","",""
"49877-38628","QB","Mitchell","Mitchell Trubisky","Trubisky","24.280000686645508","1","7200","NYG@CHI","CHI","NYG","","","","",""
"49877-55987","WR","JuJu","JuJu Smith-Schuster","Smith-Schuster","21.899999618530273","1","7100","DEN@PIT","PIT","DEN","","","","",""
"49877-64555","WR","Calvin","Calvin Ridley","Ridley","29.399999618530273","1","7100","ATL@DAL","ATL","DAL","","","","",""
"49877-54604","QB","Jimmy","Jimmy Garoppolo","Garoppolo","19.260000228881836","1","7100","SF@NYJ","SF","NYJ","","","","",""
"49877-7968","QB","Philip","Philip Rivers","Rivers","16.81999969482422","1","7100","MIN@IND","IND","MIN","","","","",""
"49877-31001","WR","Amari","Amari Cooper","Cooper","13.100000381469727","1","7000","ATL@DAL","DAL","ATL","","","","",""
"49877-61798","QB","Gardner","Gardner Minshew II","Minshew II","20.81999969482422","1","7000","JAC@TEN","JAC","TEN","","","","",""
"49877-21948","QB","Ryan","Ryan Tannehill","Tannehill","19.360000610351562","1","7000","JAC@TEN","TEN","JAC","","","","",""
"49877-30447","RB","Todd","Todd Gurley II","Gurley II","12.699999809265137","1","7000","ATL@DAL","ATL","DAL","","","","",""
"49877-28643","WR","Allen","Allen Robinson II","Robinson II","9.800000190734863","1","7000","NYG@CHI","CHI","NYG","","","","",""
"49877-63519","QB","Daniel","Daniel Jones","Jones","19.360000610351562","1","6900","NYG@CHI","NYG","CHI","","","","",""
"49877-57403","WR","Courtland","Courtland Sutton","Sutton","11.651249885559082","16","6900","DEN@PIT","DEN","PIT","Q","Shoulder - ac joint","","",""
"49877-80001","RB","Austin","Austin Ekeler","Ekeler","9.199999809265137","1","6900","KC@LAC","LAC","KC","","","","",""
"49877-33259","QB","Teddy","Teddy Bridgewater","Bridgewater","19.360000610351562","1","6900","CAR@TB","CAR","TB","","","","",""
"49877-29253","WR","Keenan","Keenan Allen","Allen","5.699999809265137","1","6900","KC@LAC","LAC","KC","","","","",""
"49877-40687","RB","James","James Conner","Conner","2.700000047683716","1","6900","DEN@PIT","PIT","DEN","","","","",""
"49877-14377","QB","Tyrod","Tyrod Taylor","Taylor","9.020000457763672","1","6800","KC@LAC","LAC","KC","","","","",""
"49877-71845","RB","Miles","Miles Sanders","Sanders","12.106249809265137","16","6800","LAR@PHI","PHI","LAR","","","","",""
"49877-25079","WR","Stefon","Stefon Diggs","Diggs","12.600000381469727","1","6800","BUF@MIA","BUF","MIA","","","","",""
"49877-63043","WR","DJ","DJ Moore","Moore","7.400000095367432","1","6800","CAR@TB","CAR","TB","","","","",""
"49877-28900","RB","Melvin","Melvin Gordon III","Gordon III","14.100000381469727","1","6700","DEN@PIT","DEN","PIT","","","","",""
"49877-64051","QB","Drew","Drew Lock","Lock","13.140000343322754","1","6700","DEN@PIT","DEN","PIT","","","","",""
"49877-29685","WR","Robert","Robert Woods","Woods","14.899999618530273","1","6700","LAR@PHI","LAR","PHI","","","","",""
"49877-52917","WR","DJ","DJ Chark Jr.","Chark Jr.","10","1","6700","JAC@TEN","JAC","TEN","","","","",""
"49877-63589","QB","Sam","Sam Darnold","Darnold","12.199999809265137","1","6600","SF@NYJ","NYJ","SF","","","","",""
"49877-30989","RB","Kenyan","Kenyan Drake","Drake","13.5","1","6600","WAS@ARI","ARI","WAS","","","","",""
"49877-72846","WR","A.J.","A.J. Brown","Brown","6.400000095367432","1","6600","JAC@TEN","TEN","JAC","O","Knee","","",""
"49877-28744","RB","Raheem","Raheem Mostert","Mostert","23.100000381469727","1","6500","SF@NYJ","SF","NYJ","","","","",""
"49877-33260","WR","DeVante","DeVante Parker","Parker","6.699999809265137","1","6500","BUF@MIA","MIA","BUF","Q","Hamstring","","",""
"49877-56250","WR","Terry","Terry McLaurin","McLaurin","8.600000381469727","1","6500","WAS@ARI","WAS","ARI","","","","",""
"49877-73183","QB","Dwayne","Dwayne Haskins Jr.","Haskins Jr.","12.819999694824219","1","6500","WAS@ARI","WAS","ARI","","","","",""
"49877-7659","QB","Ryan","Ryan Fitzpatrick","Fitzpatrick","8.4399995803833","1","6500","BUF@MIA","MIA","BUF","","","","",""
"49877-54606","WR","John","John Brown","Brown","16","1","6400","BUF@MIA","BUF","MIA","","","","",""
"49877-22103","WR","Marvin","Marvin Jones Jr.","Jones Jr.","7.5","1","6400","DET@GB","DET","GB","","","","",""
"49877-29780","TE","Zach","Zach Ertz","Ertz","9.300000190734863","1","6300","LAR@PHI","PHI","LAR","","","","",""
"49877-22031","WR","T.Y.","T.Y. Hilton","Hilton","7.300000190734863","1","6300","MIN@IND","IND","MIN","","","","",""
"49877-86687","WR","Marquise","Marquise Brown","Brown","12.600000381469727","1","6200","BAL@HOU","BAL","HOU","","","","",""
"49877-22027","QB","Nick","Nick Foles","Foles","9.9350004196167","4","6200","NYG@CHI","CHI","NYG","","","","",""
"49877-14211","RB","Mark","Mark Ingram II","Ingram II","2.9000000953674316","1","6200","BAL@HOU","BAL","HOU","","","","",""
"49877-90572","QB","Tua","Tua Tagovailoa","Tagovailoa","0","0","6100","BUF@MIA","MIA","BUF","","","","",""
"49877-42028","WR","Will","Will Fuller V","Fuller V","15.199999809265137","1","6100","BAL@HOU","HOU","BAL","","","","",""
"49877-28181","RB","Le'Veon","Le'Veon Bell","Bell","5.599999904632568","1","6100","SF@NYJ","NYJ","SF","IR","Hamstring","","",""
"49877-69189","QB","Justin","Justin Herbert","Herbert","0","0","6100","KC@LAC","LAC","KC","","","","",""
"49877-40845","TE","Hunter","Hunter Henry","Henry","9.800000190734863","1","6100","KC@LAC","LAC","KC","","","","",""
"49877-24607","QB","Chad","Chad Kelly","Kelly","0","0","6000","MIN@IND","IND","MIN","","","","",""
"49877-71710","QB","Nate","Nate Stanley","Stanley","0","0","6000","MIN@IND","MIN","IND","","","","",""
"49877-69694","QB","Shea","Shea Patterson","Patterson","0","0","6000","KC@LAC","KC","LAC","","","","",""
"49877-30788","QB","Tyler","Tyler Bray","Bray","0","0","6000","NYG@CHI","CHI","NYG","","","","",""
"49877-39034","QB","Kurt","Kurt Benkert","Benkert","0","0","6000","ATL@DAL","ATL","DAL","","","","",""
"49877-63611","QB","Kyle","Kyle Shurmur","Shurmur","0","0","6000","KC@LAC","KC","LAC","","","","",""
"49877-69769","QB","Darius","Darius Bradwell","Bradwell","0","0","6000","KC@LAC","LAC","KC","","","","",""
"49877-24755","WR","Jamison","Jamison Crowder","Crowder","21","1","6000","SF@NYJ","NYJ","SF","O","Hamstring","","",""
"49877-45259","QB","Logan","Logan Woodside","Woodside","0","0","6000","JAC@TEN","TEN","JAC","","","","",""
"49877-61675","QB","Riley","Riley Neal","Neal","0","0","6000","DEN@PIT","DEN","PIT","","","","",""
"49877-61751","QB","Josh","Josh Thomas","Thomas","0","0","6000","BUF@MIA","BUF","MIA","","","","",""
"49877-69956","WR","Michael","Michael Gallup","Gallup","6.5","1","6000","ATL@DAL","DAL","ATL","","","","",""
"49877-31047","QB","AJ","AJ McCarron","McCarron","8.949999809265137","2","6000","BAL@HOU","HOU","BAL","","","","",""
"49877-70051","QB","Tyler","Tyler Huntley","Huntley","0","0","6000","BAL@HOU","BAL","HOU","","","","",""
"49877-63920","QB","Josh","Josh Love","Love","0","0","6000","LAR@PHI","LAR","PHI","","","","",""
"49877-53729","QB","Mason","Mason Rudolph","Rudolph","11.780000305175781","10","6000","DEN@PIT","PIT","DEN","","","","",""
"49877-6679","QB","Matt","Matt Schaub","Schaub","6.780000305175781","5","6000","ATL@DAL","ATL","DAL","","","","",""
"49877-88602","QB","Jordan","Jordan Ta'amu","Ta'amu","0","0","6000","KC@LAC","KC","LAC","","","","",""
"49877-23075","QB","Alex","Alex Tanney","Tanney","0.03999999910593033","1","6000","NYG@CHI","NYG","CHI","","","","",""
"49877-6714","QB","Joe","Joe Flacco","Flacco","11.234999656677246","8","6000","SF@NYJ","NYJ","SF","O","Neck","","",""
"49877-41562","QB","Nick","Nick Mullens","Mullens","-0.30000001192092896","1","6000","SF@NYJ","SF","NYJ","","","","",""
"49877-8803","QB","Chase","Chase Daniel","Daniel","9.333333333333334","3","6000","DET@GB","DET","GB","","","","",""
"49877-64115","QB","Steven","Steven Montez","Montez","0","0","6000","WAS@ARI","WAS","ARI","","","","",""
"49877-6803","QB","Josh","Josh McCown","McCown","0.3799999952316284","2","6000","LAR@PHI","PHI","LAR","","","","",""
"49877-6808","QB","Matt","Matt Moore","Moore","7.043333053588867","6","6000","KC@LAC","KC","LAC","","","","",""
"49877-33463","QB","Paxton","Paxton Lynch","Lynch","0","0","6000","DEN@PIT","PIT","DEN","","","","",""
"49877-56018","WR","Deebo","Deebo Samuel","Samuel","10.706667073567708","15","6000","SF@NYJ","SF","NYJ","IR","Foot","","",""
"49877-29445","QB","Sean","Sean Mannion","Mannion","0.18000000715255737","3","6000","MIN@IND","MIN","IND","","","","",""
"49877-25410","QB","Mike","Mike Glennon","Glennon","2.119999885559082","2","6000","JAC@TEN","JAC","TEN","","","","",""
"49877-41827","QB","P.J.","P.J. Walker","Walker","0","0","6000","CAR@TB","CAR","TB","","","","",""
"49877-39795","QB","Davis","Davis Webb","Webb","0","0","6000","BUF@MIA","BUF","MIA","","","","",""
"49877-56192","QB","John","John Wolford","Wolford","0","0","6000","LAR@PHI","LAR","PHI","","","","",""
"49877-41872","TE","Evan","Evan Engram","Engram","1.899999976158142","1","6000","NYG@CHI","NYG","CHI","","","","",""
"49877-62364","QB","Josh","Josh Rosen","Rosen","4.595999908447266","5","6000","CAR@TB","TB","CAR","","","","",""
"49877-29605","QB","Matt","Matt Barkley","Barkley","4.480000019073486","2","6000","BUF@MIA","BUF","MIA","","","","",""
"49877-33702","QB","Ryan","Ryan Griffin","Griffin","0.3100000023841858","2","6000","CAR@TB","TB","CAR","","","","",""
"49877-43956","QB","David","David Fales","Fales","0","1","6000","SF@NYJ","NYJ","SF","","","","",""
"49877-72640","QB","Cole","Cole McDonald","McDonald","0","0","6000","JAC@TEN","TEN","JAC","","","","",""
"49877-70603","RB","Devin","Devin Singletary","Singletary","7.800000190734863","1","6000","BUF@MIA","BUF","MIA","","","","",""
"49877-56286","QB","Trace","Trace McSorley","McSorley","0.10000000149011612","1","6000","BAL@HOU","BAL","HOU","","","","",""
"49877-62566","QB","Travis","Travis Jonsen","Jonsen","0","0","6000","CAR@TB","TB","CAR","","","","",""
"49877-52342","QB","Will","Will Grier","Grier","2.6600000858306885","2","6000","CAR@TB","CAR","TB","","","","",""
"49877-83079","QB","Kyle","Kyle Lauletta","Lauletta","0","0","6000","ATL@DAL","ATL","DAL","","","","",""
"49877-52369","QB","Manny","Manny Wilkins","Wilkins","0","0","6000","DET@GB","GB","DET","","","","",""
"49877-27801","QB","Nate","Nate Sudfeld","Sudfeld","0","0","6000","LAR@PHI","PHI","LAR","","","","",""
"49877-29915","QB","Brett","Brett Hundley","Hundley","2.0199999809265137","3","6000","WAS@ARI","ARI","WAS","","","","",""
"49877-130269","QB","Reid","Reid Sinnett","Sinnett","0","0","6000","BUF@MIA","MIA","BUF","","","","",""
"49877-54507","QB","Alex","Alex McGough","McGough","0","0","6000","BAL@HOU","HOU","BAL","","","","",""
"49877-11500","QB","Colt","Colt McCoy","McCoy","5.28000020980835","1","6000","NYG@CHI","NYG","CHI","","","","",""
"49877-130312","QB","Broc","Broc Rutter","Rutter","0","0","6000","SF@NYJ","SF","NYJ","","","","",""
"49877-130334","QB","Jalen","Jalen Morton","Morton","0","0","6000","DET@GB","GB","DET","","","","",""
"49877-130337","QB","Case","Case Cookus","Cookus","0","0","6000","NYG@CHI","NYG","CHI","","","","",""
"49877-27982","QB","Jake","Jake Rudock","Rudock","0","0","6000","BUF@MIA","MIA","BUF","","","","",""
"49877-27986","QB","C.J.","C.J. Beathard","Beathard","0","0","6000","SF@NYJ","SF","NYJ","","","","",""
"49877-60787","QB","Bryce","Bryce Perkins","Perkins","0","0","6000","LAR@PHI","LAR","PHI","","","","",""
"49877-52606","QB","David","David Blough","Blough","12.172000122070312","5","6000","DET@GB","DET","GB","","","","",""
"49877-103824","QB","Easton","Easton Stick","Stick","0","0","6000","KC@LAC","LAC","KC","","","","",""
"49877-69017","QB","Jordan","Jordan Love","Love","0","0","6000","DET@GB","GB","DET","","","","",""
"49877-60840","QB","Jake","Jake Browning","Browning","0","0","6000","MIN@IND","MIN","IND","","","","",""
"49877-21941","QB","Robert","Robert Griffin III","Griffin III","0.25999999046325684","1","6000","BAL@HOU","BAL","HOU","","","","",""
"49877-40407","QB","Josh","Josh Dobbs","Dobbs","0","0","6000","DEN@PIT","PIT","DEN","","","","",""
"49877-62945","QB","Nick","Nick Tiano","Tiano","0","0","6000","BAL@HOU","HOU","BAL","","","","",""
"49877-91639","QB","Jake","Jake Fromm","Fromm","0","0","6000","BUF@MIA","BUF","MIA","","","","",""
"49877-69132","QB","Khalil","Khalil Tate","Tate","0","0","6000","LAR@PHI","PHI","LAR","","","","",""
"49877-30231","QB","Jacoby","Jacoby Brissett","Brissett","0","1","6000","MIN@IND","IND","MIN","","","","",""
"49877-40482","QB","Tim","Tim Boyle","Boyle","-0.20000000298023224","1","6000","DET@GB","GB","DET","","","","",""
"49877-30253","QB","Jeff","Jeff Driskel","Driskel","20.53333282470703","3","6000","DEN@PIT","DEN","PIT","","","","",""
"49877-61042","QB","Kendall","Kendall Hinton","Hinton","0","0","6000","DEN@PIT","DEN","PIT","","","","",""
"49877-95893","QB","Devlin","Devlin Hodges","Hodges","7.414999961853027","8","6000","DEN@PIT","PIT","DEN","","","","",""
"49877-7844","QB","Chad","Chad Henne","Henne","0","0","6000","KC@LAC","KC","LAC","","","","",""
"49877-44715","QB","Cooper","Cooper Rush","Rush","0","0","6000","NYG@CHI","NYG","CHI","","","","",""
"49877-52922","RB","Leonard","Leonard Fournette","Fournette","2.4000000953674316","1","6000","CAR@TB","TB","CAR","","","","",""
"49877-52929","QB","Jake","Jake Luton","Luton","0","0","6000","JAC@TEN","JAC","TEN","","","","",""
"49877-69333","QB","Jacob","Jacob Eason","Eason","0","0","6000","MIN@IND","IND","MIN","","","","",""
"49877-61157","QB","Brett","Brett Rypien","Rypien","0","0","6000","DEN@PIT","DEN","PIT","","","","",""
"49877-28434","QB","Trevor","Trevor Siemian","Siemian","0.11999999731779099","1","6000","JAC@TEN","TEN","JAC","","","","",""
"49877-8005","QB","Alex","Alex Smith","Smith","0","0","6000","WAS@ARI","WAS","ARI","","","","",""
"49877-61276","QB","James","James Morgan","Morgan","0","0","6000","SF@NYJ","NYJ","SF","","","","",""
"49877-53095","QB","Kyle","Kyle Allen","Allen","14.883076594426083","13","6000","WAS@ARI","WAS","ARI","","","","",""
"49877-55148","QB","Clayton","Clayton Thorson","Thorson","0","0","6000","ATL@DAL","DAL","ATL","","","","",""
"49877-38767","QB","Chris","Chris Streveler","Streveler","0.30000001192092896","1","6000","WAS@ARI","ARI","WAS","","","","",""
"49877-14194","QB","Blaine","Blaine Gabbert","Gabbert","0","0","6000","CAR@TB","TB","CAR","","","","",""
"49877-14225","QB","Andy","Andy Dalton","Dalton","16.704615666316105","13","6000","ATL@DAL","DAL","ATL","","","","",""
"49877-69531","QB","Jalen","Jalen Hurts","Hurts","0","0","6000","LAR@PHI","PHI","LAR","","","","",""
"49877-63469","QB","Ben","Ben DiNucci","DiNucci","0","0","6000","ATL@DAL","DAL","ATL","","","","",""
"49877-24641","WR","Sammy","Sammy Watkins","Watkins","18","1","5900","KC@LAC","KC","LAC","","","","",""
"49877-63591","RB","Ronald","Ronald Jones II","Jones II","9.199999809265137","1","5900","CAR@TB","TB","CAR","","","","",""
"49877-57909","RB","Marlon","Marlon Mack","Mack","7.099999904632568","1","5900","MIN@IND","IND","MIN","IR","Achilles","","",""
"49877-26251","WR","Robby","Robby Anderson","Anderson","22.399999618530273","1","5900","CAR@TB","CAR","TB","","","","",""
"49877-66008","WR","Diontae","Diontae Johnson","Johnson","6.699999809265137","1","5800","DEN@PIT","PIT","DEN","","","","",""
"49877-47870","TE","Tyler","Tyler Higbee","Higbee","5.5","1","5800","LAR@PHI","LAR","PHI","","","","",""
"49877-39829","WR","Mike","Mike Williams","Williams","8.899999618530273","1","5800","KC@LAC","LAC","KC","","","","",""
"49877-89675","RB","Jonathan","Jonathan Taylor","Taylor","11.899999618530273","1","5800","MIN@IND","IND","MIN","","","","",""
"49877-64031","TE","Hayden","Hayden Hurst","Hurst","5.300000190734863","1","5700","ATL@DAL","ATL","DAL","","","","",""
"49877-41936","WR","Anthony","Anthony Miller","Miller","15.600000381469727","1","5700","NYG@CHI","CHI","NYG","","","","",""
"49877-60858","WR","Christian","Christian Kirk","Kirk","0.5","1","5700","WAS@ARI","ARI","WAS","","","","",""
"49877-87787","RB","J.K.","J.K. Dobbins","Dobbins","14.199999809265137","1","5700","BAL@HOU","BAL","HOU","","","","",""
"49877-71706","TE","T.J.","T.J. Hockenson","Hockenson","14.100000381469727","1","5600","DET@GB","DET","GB","","","","",""
"49877-29501","WR","Brandin","Brandin Cooks","Cooks","3","1","5600","BAL@HOU","HOU","BAL","Q","Quadriceps","","",""
"49877-27477","WR","Sterling","Sterling Shepard","Shepard","7.699999809265137","1","5600","NYG@CHI","NYG","CHI","","","","",""
"49877-89230","RB","Cam","Cam Akers","Akers","4.800000190734863","1","5600","LAR@PHI","LAR","PHI","","","","",""
"49877-56809","WR","Allen","Allen Lazard","Lazard","16.200000762939453","1","5600","DET@GB","GB","DET","","","","",""
"49877-73273","RB","David","David Montgomery","Montgomery","7.900000095367432","1","5600","NYG@CHI","CHI","NYG","","","","",""
"49877-63625","RB","Nyheim","Nyheim Hines","Hines","23.299999237060547","1","5500","MIN@IND","IND","MIN","","","","",""
"49877-80289","WR","Kendrick","Kendrick Bourne","Bourne","4.400000095367432","1","5500","SF@NYJ","SF","NYJ","","","","",""
"49877-6703","RB","Adrian","Adrian Peterson","Peterson","12.899999618530273","1","5500","DET@GB","DET","GB","","","","",""
"49877-6739","WR","DeSean","DeSean Jackson","Jackson","5.599999904632568","1","5500","LAR@PHI","PHI","LAR","","","","",""
"49877-83074","TE","Dallas","Dallas Goedert","Goedert","20.100000381469727","1","5500","LAR@PHI","PHI","LAR","","","","",""
"49877-11485","WR","Golden","Golden Tate","Tate","11.60909063165838","11","5500","NYG@CHI","NYG","CHI","Q","Hamstring","","",""
"49877-11512","TE","Jimmy","Jimmy Graham","Graham","10","1","5500","NYG@CHI","CHI","NYG","","","","",""
"49877-91872","RB","Joshua","Joshua Kelley","Kelley","12","1","5500","KC@LAC","LAC","KC","","","","",""
"49877-6840","RB","Frank","Frank Gore","Gore","2.4000000953674316","1","5400","SF@NYJ","NYJ","SF","","","","",""
"49877-27527","TE","Blake","Blake Jarwin","Jarwin","1.7000000476837158","1","5400","ATL@DAL","DAL","ATL","IR","Knee - acl","","",""
"49877-11460","TE","Rob","Rob Gronkowski","Gronkowski","2.0999999046325684","1","5400","CAR@TB","TB","CAR","","","","",""
"49877-62967","WR","Preston","Preston Williams","Williams","5.099999904632568","1","5400","BUF@MIA","MIA","BUF","","","","",""
"49877-52916","WR","Russell","Russell Gage","Gage","15.899999618530273","1","5400","ATL@DAL","ATL","DAL","","","","",""
"49877-22288","WR","Cole","Cole Beasley","Beasley","7.800000190734863","1","5400","BUF@MIA","BUF","MIA","","","","",""
"49877-40857","RB","Peyton","Peyton Barber","Barber","14.899999618530273","1","5400","WAS@ARI","WAS","ARI","","","","",""
"49877-71705","TE","Noah","Noah Fant","Fant","16.600000381469727","1","5300","DEN@PIT","DEN","PIT","","","","",""
"49877-63819","WR","Darius","Darius Slayton","Slayton","25.200000762939453","1","5300","NYG@CHI","NYG","CHI","","","","",""
"49877-43433","RB","Boston","Boston Scott","Scott","6.400000095367432","1","5300","LAR@PHI","PHI","LAR","","","","",""
"49877-90561","WR","Jerry","Jerry Jeudy","Jeudy","7.599999904632568","1","5300","DEN@PIT","DEN","PIT","","","","",""
"49877-39859","TE","Jack","Jack Doyle","Doyle","6.400000095367432","1","5300","MIN@IND","IND","MIN","O","Ankle","","",""
"49877-56262","WR","Parris","Parris Campbell","Campbell","11","1","5300","MIN@IND","IND","MIN","","","","",""
"49877-130288","RB","James","James Robinson","Robinson","9.5","1","5300","JAC@TEN","JAC","TEN","","","","",""
"49877-70027","RB","Zack","Zack Moss","Moss","10.199999809265137","1","5200","BUF@MIA","BUF","MIA","","","","",""
"49877-86631","WR","CeeDee","CeeDee Lamb","Lamb","8.399999618530273","1","5200","ATL@DAL","DAL","ATL","","","","",""
"49877-6883","WR","Larry","Larry Fitzgerald","Fitzgerald","5.400000095367432","1","5200","WAS@ARI","ARI","WAS","","","","",""
"49877-56265","TE","Mike","Mike Gesicki","Gesicki","4.5","1","5200","BUF@MIA","MIA","BUF","","","","",""
"49877-52613","WR","Curtis","Curtis Samuel","Samuel","6.800000190734863","1","5200","CAR@TB","CAR","TB","","","","",""
"49877-91598","RB","D'Andre","D'Andre Swift","Swift","9.800000190734863","1","5200","DET@GB","DET","GB","","","","",""
"49877-32234","RB","Malcolm","Malcolm Brown","Brown","24.5","1","5200","LAR@PHI","LAR","PHI","","","","",""
"49877-34295","WR","Breshad","Breshad Perriman","Perriman","3.200000047683716","1","5200","SF@NYJ","NYJ","SF","","","","",""
"49877-61273","WR","Scotty","Scotty Miller","Miller","10.399999618530273","1","5200","CAR@TB","TB","CAR","","","","",""
"49877-8117","WR","Danny","Danny Amendola","Amendola","10.600000381469727","1","5200","DET@GB","DET","GB","","","","",""
"49877-55336","TE","Chris","Chris Herndon","Herndon","4.699999809265137","1","5100","SF@NYJ","NYJ","SF","","","","",""
"49877-94625","WR","Jalen","Jalen Reagor","Reagor","6","1","5100","LAR@PHI","PHI","LAR","","","","",""
"49877-90933","RB","Antonio","Antonio Gibson","Gibson","5.400000095367432","1","5100","WAS@ARI","WAS","ARI","","","","",""
"49877-42142","RB","Jordan","Jordan Howard","Howard","6.699999809265137","1","5100","BUF@MIA","MIA","BUF","","","","",""
"49877-44449","WR","Willie","Willie Snead IV","Snead IV","14.399999618530273","1","5100","BAL@HOU","BAL","HOU","","","","",""
"49877-62994","WR","Steven","Steven Sims Jr.","Sims Jr.","6.5","1","5100","WAS@ARI","WAS","ARI","","","","",""
"49877-40647","WR","Marquez","Marquez Valdes-Scantling","Valdes-Scantling","17.600000381469727","1","5100","DET@GB","GB","DET","","","","",""
"49877-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","3.5999999046325684","1","5000","NYG@CHI","CHI","NYG","","","","",""
"49877-79974","RB","Tarik","Tarik Cohen","Cohen","5.699999809265137","1","5000","NYG@CHI","CHI","NYG","","","","",""
"49877-53390","WR","Zach","Zach Pascal","Pascal","2.799999952316284","1","5000","MIN@IND","IND","MIN","Q","Ankle","","",""
"49877-12549","D","San Francisco","San Francisco 49ers","49ers","4","1","5000","SF@NYJ","SF","NYJ","","","","",""
"49877-63806","RB","Kerryon","Kerryon Johnson","Johnson","1.399999976158142","1","5000","DET@GB","DET","GB","","","","",""
"49877-41426","RB","Phillip","Phillip Lindsay","Lindsay","4","1","5000","DEN@PIT","DEN","PIT","O","Toe","","",""
"49877-72515","TE","Ian","Ian Thomas","Thomas","2.5999999046325684","1","5000","CAR@TB","CAR","TB","","","","",""
"49877-27776","RB","Tevin","Tevin Coleman","Coleman","2.9000000953674316","1","5000","SF@NYJ","SF","NYJ","","","","",""
