"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"50179-21948","QB","Ryan","Ryan Tannehill","Tannehill","23.059999465942383","2","7400","TEN@MIN","TEN","MIN","","","","",""
"50179-63336","QB","Joe","Joe Burrow","Burrow","20.93000030517578","2","7400","CIN@PHI","CIN","PHI","","","","",""
"50179-6498","QB","Tom","Tom Brady","Brady","16.06999969482422","2","7300","TB@DEN","TB","DEN","","","","",""
"50179-6654","QB","Matthew","Matthew Stafford","Stafford","17.170000076293945","2","7300","DET@ARI","DET","ARI","","","","",""
"50179-39716","WR","Adam","Adam Thielen","Thielen","16.299999237060547","2","7200","TEN@MIN","MIN","TEN","","","","",""
"50179-38435","QB","Jared","Jared Goff","Goff","17.739999771118164","2","7200","LAR@BUF","LAR","BUF","","","","",""
"50179-69189","QB","Justin","Justin Herbert","Herbert","23.239999771118164","1","7200","CAR@LAC","LAC","CAR","","","","",""
"50179-79970","WR","Cooper","Cooper Kupp","Kupp","8.25","2","7100","LAR@BUF","LAR","BUF","","","","",""
"50179-41535","QB","Baker","Baker Mayfield","Mayfield","13.5600004196167","2","7100","WAS@CLE","CLE","WAS","","","","",""
"50179-29253","WR","Keenan","Keenan Allen","Allen","9.399999618530273","2","7100","CAR@LAC","LAC","CAR","","","","",""
"50179-22038","QB","Kirk","Kirk Cousins","Cousins","12.140000343322754","2","7100","TEN@MIN","MIN","TEN","","","","",""
"50179-40687","RB","James","James Conner","Conner","10.899999618530273","2","7100","HOU@PIT","PIT","HOU","","","","",""
"50179-31001","WR","Amari","Amari Cooper","Cooper","13.050000190734863","2","7000","DAL@SEA","DAL","SEA","","","","",""
"50179-55987","WR","JuJu","JuJu Smith-Schuster","Smith-Schuster","15.100000381469727","2","7000","HOU@PIT","PIT","HOU","","","","",""
"50179-52442","RB","Joe","Joe Mixon","Mixon","8.100000381469727","2","7000","CIN@PHI","CIN","PHI","","","","",""
"50179-54604","QB","Jimmy","Jimmy Garoppolo","Garoppolo","16.25","2","7000","SF@NYG","SF","NYG","O","Ankle","","",""
"50179-7968","QB","Philip","Philip Rivers","Rivers","14.34000015258789","2","7000","NYJ@IND","IND","NYJ","","","","",""
"50179-63519","QB","Daniel","Daniel Jones","Jones","14.050000190734863","2","6900","SF@NYG","NYG","SF","","","","",""
"50179-25079","WR","Stefon","Stefon Diggs","Diggs","18.950000762939453","2","6900","LAR@BUF","BUF","LAR","","","","",""
"50179-62497","RB","David","David Johnson","Johnson","12.199999809265137","2","6900","HOU@PIT","HOU","PIT","","","","",""
"50179-28643","WR","Allen","Allen Robinson II","Robinson II","7.300000190734863","2","6900","CHI@ATL","CHI","ATL","","","","",""
"50179-28744","RB","Raheem","Raheem Mostert","Mostert","20.399999618530273","2","6800","SF@NYG","SF","NYG","O","Knee - mcl","","",""
"50179-27050","WR","Tyler","Tyler Lockett","Lockett","14.699999809265137","2","6800","DAL@SEA","SEA","DAL","","","","",""
"50179-64051","QB","Drew","Drew Lock","Lock","5.96999979019165","2","6800","TB@DEN","DEN","TB","O","Shoulder","","",""
"50179-31360","WR","Odell","Odell Beckham Jr.","Beckham Jr.","9.550000190734863","2","6800","WAS@CLE","CLE","WAS","","","","",""
"50179-45859","QB","Derek","Derek Carr","Carr","17.610000610351562","2","6800","LV@NE","LV","NE","","","","",""
"50179-14377","QB","Tyrod","Tyrod Taylor","Taylor","9.020000457763672","1","6700","CAR@LAC","LAC","CAR","O","Chest","","",""
"50179-57403","WR","Courtland","Courtland Sutton","Sutton","8.100000381469727","1","6700","TB@DEN","DEN","TB","IR","Knee - acl + mcl","","",""
"50179-33259","QB","Teddy","Teddy Bridgewater","Bridgewater","15.020000457763672","2","6700","CAR@LAC","CAR","LAC","","","","",""
"50179-56250","WR","Terry","Terry McLaurin","McLaurin","15.300000190734863","2","6700","WAS@CLE","WAS","CLE","","","","",""
"50179-63043","WR","DJ","DJ Moore","Moore","11.699999809265137","2","6700","CAR@LAC","CAR","LAC","","","","",""
"50179-89675","RB","Jonathan","Jonathan Taylor","Taylor","14.949999809265137","2","6700","NYJ@IND","IND","NYJ","","","","",""
"50179-63589","QB","Sam","Sam Darnold","Darnold","12.029999732971191","2","6600","NYJ@IND","NYJ","IND","","","","",""
"50179-25011","TE","Darren","Darren Waller","Waller","15","2","6600","LV@NE","LV","NE","","","","",""
"50179-29685","WR","Robert","Robert Woods","Woods","12.600000381469727","2","6600","LAR@BUF","LAR","BUF","","","","",""
"50179-73183","QB","Dwayne","Dwayne Haskins Jr.","Haskins Jr.","12.270000457763672","2","6600","WAS@CLE","WAS","CLE","","","","",""
"50179-30447","RB","Todd","Todd Gurley II","Gurley II","9.399999618530273","2","6600","CHI@ATL","ATL","CHI","","","","",""
"50179-28900","RB","Melvin","Melvin Gordon III","Gordon III","14.75","2","6500","TB@DEN","DEN","TB","","","","",""
"50179-30989","RB","Kenyan","Kenyan Drake","Drake","12","2","6500","DET@ARI","ARI","DET","","","","",""
"50179-41562","QB","Nick","Nick Mullens","Mullens","1.6399999856948853","1","6500","SF@NYG","SF","NYG","","","","",""
"50179-72846","WR","A.J.","A.J. Brown","Brown","6.400000095367432","1","6500","TEN@MIN","TEN","MIN","O","Knee","","",""
"50179-73048","WR","DK","DK Metcalf","Metcalf","17.350000381469727","2","6500","DAL@SEA","SEA","DAL","","","","",""
"50179-30253","QB","Jeff","Jeff Driskel","Driskel","19.739999771118164","1","6500","TB@DEN","DEN","TB","","","","",""
"50179-7859","WR","Julian","Julian Edelman","Edelman","16.200000762939453","2","6500","LV@NE","NE","LV","Q","Knee","","",""
"50179-54606","WR","John","John Brown","Brown","16.100000381469727","2","6400","LAR@BUF","BUF","LAR","","","","",""
"50179-52922","RB","Leonard","Leonard Fournette","Fournette","14","2","6400","TB@DEN","TB","DEN","","","","",""
"50179-66008","WR","Diontae","Diontae Johnson","Johnson","12.949999809265137","2","6300","HOU@PIT","PIT","HOU","","","","",""
"50179-22027","QB","Nick","Nick Foles","Foles","9.9350004196167","4","6300","CHI@ATL","CHI","ATL","","","","",""
"50179-45229","RB","Kareem","Kareem Hunt","Hunt","16.600000381469727","2","6200","WAS@CLE","CLE","WAS","","","","",""
"50179-29780","TE","Zach","Zach Ertz","Ertz","8","2","6200","CIN@PHI","PHI","CIN","","","","",""
"50179-22031","WR","T.Y.","T.Y. Hilton","Hilton","5.800000190734863","2","6200","NYJ@IND","IND","NYJ","","","","",""
"50179-47870","TE","Tyler","Tyler Higbee","Higbee","15.699999809265137","2","6100","LAR@BUF","LAR","BUF","","","","",""
"50179-103824","QB","Easton","Easton Stick","Stick","0","0","6100","CAR@LAC","LAC","CAR","","","","",""
"50179-73273","RB","David","David Montgomery","Montgomery","14.050000190734863","2","6100","CHI@ATL","CHI","ATL","","","","",""
"50179-22103","WR","Marvin","Marvin Jones Jr.","Jones Jr.","8.899999618530273","2","6100","DET@ARI","DET","ARI","","","","",""
"50179-26251","WR","Robby","Robby Anderson","Anderson","17.899999618530273","2","6100","CAR@LAC","CAR","LAC","","","","",""
"50179-24607","QB","Chad","Chad Kelly","Kelly","0","0","6000","NYJ@IND","IND","NYJ","","","","",""
"50179-71710","QB","Nate","Nate Stanley","Stanley","0","0","6000","TEN@MIN","MIN","TEN","","","","",""
"50179-30761","QB","Nathan","Nathan Peterman","Peterman","0","0","6000","LV@NE","LV","NE","","","","",""
"50179-30788","QB","Tyler","Tyler Bray","Bray","0","0","6000","CHI@ATL","CHI","ATL","","","","",""
"50179-71798","QB","Anthony","Anthony Gordon","Gordon","0","0","6000","DAL@SEA","SEA","DAL","","","","",""
"50179-39034","QB","Kurt","Kurt Benkert","Benkert","0","0","6000","CHI@ATL","ATL","CHI","","","","",""
"50179-69769","QB","Darius","Darius Bradwell","Bradwell","0","0","6000","CAR@LAC","LAC","CAR","","","","",""
"50179-24755","WR","Jamison","Jamison Crowder","Crowder","21","1","6000","NYJ@IND","NYJ","IND","O","Hamstring","","",""
"50179-57537","QB","DeShone","DeShone Kizer","Kizer","0","0","6000","LV@NE","LV","NE","","","","",""
"50179-45259","QB","Logan","Logan Woodside","Woodside","0","0","6000","TEN@MIN","TEN","MIN","","","","",""
"50179-61675","QB","Riley","Riley Neal","Neal","0","0","6000","TB@DEN","DEN","TB","","","","",""
"50179-61751","QB","Josh","Josh Thomas","Thomas","0","0","6000","LAR@BUF","BUF","LAR","","","","",""
"50179-31047","QB","AJ","AJ McCarron","McCarron","8.949999809265137","2","6000","HOU@PIT","HOU","PIT","","","","",""
"50179-63920","QB","Josh","Josh Love","Love","0","0","6000","LAR@BUF","LAR","BUF","","","","",""
"50179-31170","QB","Brandon","Brandon Allen","Allen","11.5","3","6000","CIN@PHI","CIN","PHI","","","","",""
"50179-22994","QB","Case","Case Keenum","Keenum","10.84800033569336","10","6000","WAS@CLE","CLE","WAS","","","","",""
"50179-53729","QB","Mason","Mason Rudolph","Rudolph","11.780000305175781","10","6000","HOU@PIT","PIT","HOU","","","","",""
"50179-6679","QB","Matt","Matt Schaub","Schaub","6.780000305175781","5","6000","CHI@ATL","ATL","CHI","","","","",""
"50179-23075","QB","Alex","Alex Tanney","Tanney","0.03999999910593033","1","6000","SF@NYG","NYG","SF","","","","",""
"50179-6714","QB","Joe","Joe Flacco","Flacco","11.234999656677246","8","6000","NYJ@IND","NYJ","IND","O","Neck","","",""
"50179-8803","QB","Chase","Chase Daniel","Daniel","9.333333333333334","3","6000","DET@ARI","DET","ARI","","","","",""
"50179-64115","QB","Steven","Steven Montez","Montez","0","0","6000","WAS@CLE","WAS","CLE","","","","",""
"50179-6803","QB","Josh","Josh McCown","McCown","0.3799999952316284","2","6000","CIN@PHI","PHI","CIN","","","","",""
"50179-29358","QB","Marcus","Marcus Mariota","Mariota","12.43142809186663","7","6000","LV@NE","LV","NE","IR","Pectoral","","",""
"50179-33463","QB","Paxton","Paxton Lynch","Lynch","0","0","6000","HOU@PIT","PIT","HOU","","","","",""
"50179-56018","WR","Deebo","Deebo Samuel","Samuel","10.706667073567708","15","6000","SF@NYG","SF","NYG","IR","Foot","","",""
"50179-29445","QB","Sean","Sean Mannion","Mannion","0.18000000715255737","3","6000","TEN@MIN","MIN","TEN","","","","",""
"50179-41827","QB","P.J.","P.J. Walker","Walker","0","0","6000","CAR@LAC","CAR","LAC","","","","",""
"50179-39795","QB","Davis","Davis Webb","Webb","0","0","6000","LAR@BUF","BUF","LAR","","","","",""
"50179-56192","QB","John","John Wolford","Wolford","0","0","6000","LAR@BUF","LAR","BUF","","","","",""
"50179-62364","QB","Josh","Josh Rosen","Rosen","4.595999908447266","5","6000","TB@DEN","TB","DEN","","","","",""
"50179-29605","QB","Matt","Matt Barkley","Barkley","4.480000019073486","2","6000","LAR@BUF","BUF","LAR","","","","",""
"50179-33702","QB","Ryan","Ryan Griffin","Griffin","0.3100000023841858","2","6000","TB@DEN","TB","DEN","","","","",""
"50179-43956","QB","David","David Fales","Fales","0","1","6000","NYJ@IND","NYJ","IND","","","","",""
"50179-72640","QB","Cole","Cole McDonald","McDonald","0","0","6000","TEN@MIN","TEN","MIN","","","","",""
"50179-42028","WR","Will","Will Fuller V","Fuller V","7.599999904632568","2","6000","HOU@PIT","HOU","PIT","","","","",""
"50179-62566","QB","Travis","Travis Jonsen","Jonsen","0","0","6000","TB@DEN","TB","DEN","","","","",""
"50179-52342","QB","Will","Will Grier","Grier","2.6600000858306885","2","6000","CAR@LAC","CAR","LAC","","","","",""
"50179-64637","QB","Brian","Brian Lewerke","Lewerke","0","0","6000","LV@NE","NE","LV","","","","",""
"50179-83079","QB","Kyle","Kyle Lauletta","Lauletta","0","0","6000","CHI@ATL","ATL","CHI","","","","",""
"50179-27801","QB","Nate","Nate Sudfeld","Sudfeld","0","0","6000","CIN@PHI","PHI","CIN","","","","",""
"50179-29915","QB","Brett","Brett Hundley","Hundley","2.0199999809265137","3","6000","DET@ARI","ARI","DET","","","","",""
"50179-54507","QB","Alex","Alex McGough","McGough","0","0","6000","HOU@PIT","HOU","PIT","","","","",""
"50179-11500","QB","Colt","Colt McCoy","McCoy","5.28000020980835","1","6000","SF@NYG","NYG","SF","","","","",""
"50179-130304","QB","Kevin","Kevin Davidson","Davidson","0","0","6000","WAS@CLE","CLE","WAS","","","","",""
"50179-130312","QB","Broc","Broc Rutter","Rutter","0","0","6000","SF@NYG","SF","NYG","","","","",""
"50179-130337","QB","Case","Case Cookus","Cookus","0","0","6000","SF@NYG","NYG","SF","","","","",""
"50179-27986","QB","C.J.","C.J. Beathard","Beathard","0","0","6000","SF@NYG","SF","NYG","","","","",""
"50179-60787","QB","Bryce","Bryce Perkins","Perkins","0","0","6000","LAR@BUF","LAR","BUF","","","","",""
"50179-52606","QB","David","David Blough","Blough","12.172000122070312","5","6000","DET@ARI","DET","ARI","","","","",""
"50179-32158","QB","Garrett","Garrett Gilbert","Gilbert","-0.06000000238418579","5","6000","WAS@CLE","CLE","WAS","","","","",""
"50179-60840","QB","Jake","Jake Browning","Browning","0","0","6000","TEN@MIN","MIN","TEN","","","","",""
"50179-40407","QB","Josh","Josh Dobbs","Dobbs","0","0","6000","HOU@PIT","PIT","HOU","","","","",""
"50179-62945","QB","Nick","Nick Tiano","Tiano","0","0","6000","HOU@PIT","HOU","PIT","","","","",""
"50179-91639","QB","Jake","Jake Fromm","Fromm","0","0","6000","LAR@BUF","BUF","LAR","NA","Coach's decision","","",""
"50179-69132","QB","Khalil","Khalil Tate","Tate","0","0","6000","CIN@PHI","PHI","CIN","","","","",""
"50179-60947","QB","Jarrett","Jarrett Stidham","Stidham","-0.21333332856496176","3","6000","LV@NE","NE","LV","","","","",""
"50179-28181","RB","Le'Veon","Le'Veon Bell","Bell","5.599999904632568","1","6000","NYJ@IND","NYJ","IND","IR","Hamstring","","",""
"50179-30231","QB","Jacoby","Jacoby Brissett","Brissett","0","1","6000","NYJ@IND","IND","NYJ","","","","",""
"50179-61042","QB","Kendall","Kendall Hinton","Hinton","0","0","6000","TB@DEN","DEN","TB","","","","",""
"50179-95893","QB","Devlin","Devlin Hodges","Hodges","7.414999961853027","8","6000","HOU@PIT","PIT","HOU","","","","",""
"50179-44715","QB","Cooper","Cooper Rush","Rush","0","0","6000","SF@NYG","NYG","SF","","","","",""
"50179-7872","QB","Brian","Brian Hoyer","Hoyer","6.269999980926514","4","6000","LV@NE","NE","LV","","","","",""
"50179-69333","QB","Jacob","Jacob Eason","Eason","0","0","6000","NYJ@IND","IND","NYJ","","","","",""
"50179-61157","QB","Brett","Brett Rypien","Rypien","0","0","6000","TB@DEN","DEN","TB","","","","",""
"50179-28434","QB","Trevor","Trevor Siemian","Siemian","0.11999999731779099","1","6000","TEN@MIN","TEN","MIN","","","","",""
"50179-46866","QB","Ryan","Ryan Finley","Finley","8.886666615804037","3","6000","CIN@PHI","CIN","PHI","","","","",""
"50179-8005","QB","Alex","Alex Smith","Smith","0","0","6000","WAS@CLE","WAS","CLE","NA","Coach's decision","","",""
"50179-61253","QB","J'mar","J'mar Smith","Smith","0","0","6000","LV@NE","NE","LV","","","","",""
"50179-104281","QB","Jake","Jake Dolegala","Dolegala","0","0","6000","LV@NE","NE","LV","","","","",""
"50179-61276","QB","James","James Morgan","Morgan","0","0","6000","NYJ@IND","NYJ","IND","","","","",""
"50179-53095","QB","Kyle","Kyle Allen","Allen","14.883076594426083","13","6000","WAS@CLE","WAS","CLE","","","","",""
"50179-55148","QB","Clayton","Clayton Thorson","Thorson","0","0","6000","DAL@SEA","DAL","SEA","","","","",""
"50179-38767","QB","Chris","Chris Streveler","Streveler","0.30000001192092896","1","6000","DET@ARI","ARI","DET","","","","",""
"50179-14194","QB","Blaine","Blaine Gabbert","Gabbert","0","0","6000","TB@DEN","TB","DEN","","","","",""
"50179-26483","QB","Geno","Geno Smith","Smith","0","0","6000","DAL@SEA","SEA","DAL","","","","",""
"50179-40845","TE","Hunter","Hunter Henry","Henry","10.550000190734863","2","6000","CAR@LAC","LAC","CAR","","","","",""
"50179-14225","QB","Andy","Andy Dalton","Dalton","0","1","6000","DAL@SEA","DAL","SEA","","","","",""
"50179-69531","QB","Jalen","Jalen Hurts","Hurts","0","0","6000","CIN@PHI","PHI","CIN","","","","",""
"50179-30635","RB","Mike","Mike Davis","Davis","11.5","1","6000","CAR@LAC","CAR","LAC","","","","",""
"50179-38837","QB","Danny","Danny Etling","Etling","0","0","6000","DAL@SEA","SEA","DAL","","","","",""
"50179-63469","QB","Ben","Ben DiNucci","DiNucci","0","0","6000","DAL@SEA","DAL","SEA","","","","",""
"50179-41872","TE","Evan","Evan Engram","Engram","5.699999809265137","2","5900","SF@NYG","NYG","SF","","","","",""
"50179-70603","RB","Devin","Devin Singletary","Singletary","8.199999809265137","2","5900","LAR@BUF","BUF","LAR","","","","",""
"50179-91872","RB","Joshua","Joshua Kelley","Kelley","12.149999618530273","2","5900","CAR@LAC","LAC","CAR","","","","",""
"50179-14187","WR","A.J.","A.J. Green","Green","6","2","5900","CIN@PHI","CIN","PHI","","","","",""
"50179-71705","TE","Noah","Noah Fant","Fant","16.149999618530273","2","5800","TB@DEN","DEN","TB","","","","",""
"50179-70157","RB","Darrell","Darrell Henderson Jr.","Henderson Jr.","9.850000381469727","2","5800","LAR@BUF","LAR","BUF","","","","",""
"50179-31394","WR","Jarvis","Jarvis Landry","Landry","7.349999904632568","2","5800","WAS@CLE","CLE","WAS","","","","",""
"50179-40669","WR","Tyler","Tyler Boyd","Boyd","11","2","5800","CIN@PHI","CIN","PHI","","","","",""
"50179-69956","WR","Michael","Michael Gallup","Gallup","6.650000095367432","2","5700","DAL@SEA","DAL","SEA","","","","",""
"50179-53640","RB","Sony","Sony Michel","Michel","5.800000190734863","2","5700","LV@NE","NE","LV","","","","",""
"50179-64031","TE","Hayden","Hayden Hurst","Hurst","10.5","2","5700","CHI@ATL","ATL","CHI","","","","",""
"50179-29501","WR","Brandin","Brandin Cooks","Cooks","7.5","2","5700","HOU@PIT","HOU","PIT","","","","",""
"50179-39829","WR","Mike","Mike Williams","Williams","5.650000095367432","2","5700","CAR@LAC","LAC","CAR","","","","",""
"50179-27776","RB","Tevin","Tevin Coleman","Coleman","3.950000047683716","2","5700","SF@NYG","SF","NYG","IR","Knee","","",""
"50179-54608","RB","Jerick","Jerick McKinnon","McKinnon","12.800000190734863","2","5700","SF@NYG","SF","NYG","","","","",""
"50179-63591","RB","Ronald","Ronald Jones II","Jones II","9.449999809265137","2","5600","TB@DEN","TB","DEN","","","","",""
"50179-86631","WR","CeeDee","CeeDee Lamb","Lamb","11.449999809265137","2","5600","DAL@SEA","DAL","SEA","","","","",""
"50179-48116","TE","Jonnu","Jonnu Smith","Smith","17","2","5600","TEN@MIN","TEN","MIN","","","","",""
"50179-60858","WR","Christian","Christian Kirk","Kirk","3.75","2","5600","DET@ARI","ARI","DET","O","Groin","","",""
"50179-32234","RB","Malcolm","Malcolm Brown","Brown","14.600000381469727","2","5600","LAR@BUF","LAR","BUF","","","","",""
"50179-52916","WR","Russell","Russell Gage","Gage","14.75","2","5600","CHI@ATL","ATL","CHI","","","","",""
"50179-14339","RB","Dion","Dion Lewis","Lewis","6.849999904632568","2","5500","SF@NYG","NYG","SF","","","","",""
"50179-63819","WR","Darius","Darius Slayton","Slayton","15","2","5500","SF@NYG","NYG","SF","","","","",""
"50179-80289","WR","Kendrick","Kendrick Bourne","Bourne","6.550000190734863","2","5500","SF@NYG","SF","NYG","","","","",""
"50179-6739","WR","DeSean","DeSean Jackson","Jackson","7.5","2","5500","CIN@PHI","PHI","CIN","","","","",""
"50179-90933","RB","Antonio","Antonio Gibson","Gibson","8.550000190734863","2","5500","WAS@CLE","WAS","CLE","","","","",""
"50179-27477","WR","Sterling","Sterling Shepard","Shepard","6.099999904632568","2","5500","SF@NYG","NYG","SF","IR","Toe","","",""
"50179-41936","WR","Anthony","Anthony Miller","Miller","7.800000190734863","2","5500","CHI@ATL","CHI","ATL","","","","",""
"50179-89230","RB","Cam","Cam Akers","Akers","3.049999952316284","2","5500","LAR@BUF","LAR","BUF","O","Ribs","","",""
"50179-28473","RB","Carlos","Carlos Hyde","Hyde","6.5","2","5500","DAL@SEA","SEA","DAL","","","","",""
"50179-71706","TE","T.J.","T.J. Hockenson","Hockenson","11.149999618530273","2","5400","DET@ARI","DET","ARI","","","","",""
"50179-90537","WR","Henry","Henry Ruggs III","Ruggs III","4.5","2","5400","LV@NE","LV","NE","NA","Knee","","",""
"50179-6840","RB","Frank","Frank Gore","Gore","4.349999904632568","2","5400","NYJ@IND","NYJ","IND","","","","",""
"50179-6883","WR","Larry","Larry Fitzgerald","Fitzgerald","6.949999809265137","2","5400","DET@ARI","ARI","DET","","","","",""
"50179-39818","RB","Wayne","Wayne Gallman Jr.","Gallman Jr.","1.899999976158142","1","5400","SF@NYG","NYG","SF","","","","",""
"50179-11485","WR","Golden","Golden Tate","Tate","7.199999809265137","1","5400","SF@NYG","NYG","SF","","","","",""
"50179-63625","RB","Nyheim","Nyheim Hines","Hines","12.100000381469727","2","5300","NYJ@IND","IND","NYJ","","","","",""
"50179-28930","RB","James","James White","White","6.699999809265137","1","5300","LV@NE","NE","LV","O","Personal","","",""
"50179-45439","WR","Corey","Corey Davis","Davis","12.350000381469727","2","5300","TEN@MIN","TEN","MIN","","","","",""
"50179-90561","WR","Jerry","Jerry Jeudy","Jeudy","7.900000095367432","2","5300","TB@DEN","DEN","TB","Q","Ribs","","",""
"50179-40126","TE","Austin","Austin Hooper","Hooper","2.8499999046325684","2","5300","WAS@CLE","CLE","WAS","","","","",""
"50179-91598","RB","D'Andre","D'Andre Swift","Swift","9.75","2","5300","DET@ARI","DET","ARI","","","","",""
"50179-69168","WR","N'Keal","N'Keal Harry","Harry","7.800000190734863","2","5300","LV@NE","NE","LV","Q","Ankle","","",""
"50179-30298","TE","Jordan","Jordan Reed","Reed","11.350000381469727","2","5300","SF@NYG","SF","NYG","","","","",""
"50179-22288","WR","Cole","Cole Beasley","Beasley","8.649999618530273","2","5300","LAR@BUF","BUF","LAR","","","","",""
"50179-55552","RB","Jeff","Jeff Wilson Jr.","Wilson Jr.","0.30000001192092896","1","5200","SF@NYG","SF","NYG","","","","",""
"50179-63806","RB","Kerryon","Kerryon Johnson","Johnson","5.300000190734863","2","5200","DET@ARI","DET","ARI","","","","",""
"50179-24920","RB","Devonta","Devonta Freeman","Freeman","12.007143293108259","14","5200","SF@NYG","NYG","SF","","","","",""
"50179-70027","RB","Zack","Zack Moss","Moss","6.949999809265137","2","5200","LAR@BUF","BUF","LAR","NA","Toe","","",""
"50179-39859","TE","Jack","Jack Doyle","Doyle","6.400000095367432","1","5200","NYJ@IND","IND","NYJ","Q","Ankle","","",""
"50179-83074","TE","Dallas","Dallas Goedert","Goedert","12.550000190734863","2","5200","CIN@PHI","PHI","CIN","","","","",""
"50179-34295","WR","Breshad","Breshad Perriman","Perriman","2.700000047683716","2","5200","NYJ@IND","NYJ","IND","O","Ankle","","",""
"50179-14257","WR","Randall","Randall Cobb","Cobb","5.849999904632568","2","5200","HOU@PIT","HOU","PIT","","","","",""
"50179-8117","WR","Danny","Danny Amendola","Amendola","6.849999904632568","2","5200","DET@ARI","DET","ARI","","","","",""
"50179-53390","WR","Zach","Zach Pascal","Pascal","6.099999904632568","2","5100","NYJ@IND","IND","NYJ","","","","",""
"50179-94625","WR","Jalen","Jalen Reagor","Reagor","6.050000190734863","2","5100","CIN@PHI","PHI","CIN","O","Thumb","","",""
"50179-6703","RB","Adrian","Adrian Peterson","Peterson","8.5","2","5100","DET@ARI","DET","ARI","","","","",""
"50179-57986","WR","Hunter","Hunter Renfrow","Renfrow","4.150000095367432","2","5100","LV@NE","LV","NE","","","","",""
"50179-6914","TE","Greg","Greg Olsen","Olsen","5.199999809265137","2","5100","DAL@SEA","SEA","DAL","","","","",""
"50179-11512","TE","Jimmy","Jimmy Graham","Graham","6.150000095367432","2","5100","CHI@ATL","CHI","ATL","","","","",""
"50179-52495","WR","Braxton","Braxton Berrios","Berrios","14.899999618530273","1","5100","NYJ@IND","NYJ","IND","Q","Hamstring","","",""
"50179-52613","WR","Curtis","Curtis Samuel","Samuel","5.849999904632568","2","5100","CAR@LAC","CAR","LAC","","","","",""
