id,first_name,last_name,team,position,age,exp,pos,avg_type,points,pos_rank,drop_off,sd_pts,floor,ceiling,tier
4925,Drew,Brees,NOS,QB,42,19,QB,average,17.72,15,0.4427999999999983,NA,17.72,17.72,15
4925,Drew,Brees,NOS,QB,42,19,QB,robust,17.72,15,0.4427999999999983,0,17.72,17.72,15
4925,Drew,Brees,NOS,QB,42,19,QB,weighted,17.72,15,0.4427999999999983,NA,17.72,17.72,15
5848,Tom,Brady,TBB,QB,44,20,QB,average,20.3836,6,0.309700000000003,NA,20.3836,20.3836,6
5848,Tom,Brady,TBB,QB,44,20,QB,robust,20.3836,6,0.309700000000003,0,20.3836,20.3836,6
5848,Tom,Brady,TBB,QB,44,20,QB,weighted,20.3836,6,0.3096999999999994,NA,20.3836,20.3836,6
6997,Jason,Witten,LVR,TE,39,17,TE,average,4.468,32,0.02999999999999936,NA,4.468,4.468,32
6997,Jason,Witten,LVR,TE,39,17,TE,robust,4.468,32,0.02999999999999936,0,4.468,4.468,32
6997,Jason,Witten,LVR,TE,39,17,TE,weighted,4.468,32,0.03000000000000025,NA,4.468,4.468,32
7394,Philip,Rivers,IND,QB,40,16,QB,average,17.985599999999998,13,0.20230000000000103,NA,17.985599999999998,17.985599999999998,13
7394,Philip,Rivers,IND,QB,40,16,QB,robust,17.985599999999998,13,0.20230000000000103,0,17.985599999999998,17.985599999999998,13
7394,Philip,Rivers,IND,QB,40,16,QB,weighted,17.985599999999998,13,0.20230000000000103,NA,17.985599999999998,17.985599999999998,13
7813,Alex,Smith,WAS,QB,37,15,QB,average,15.7144,23,0.8674999999999979,NA,15.7144,15.7144,23
7813,Alex,Smith,WAS,QB,37,15,QB,robust,15.7144,23,0.8674999999999979,0,15.7144,15.7144,23
7813,Alex,Smith,WAS,QB,37,15,QB,weighted,15.7144,23,0.8674999999999997,NA,15.7144,15.7144,23
7836,Aaron,Rodgers,GBP,QB,38,15,QB,average,20.386599999999998,5,0.021100000000000563,NA,20.386599999999998,20.386599999999998,5
7836,Aaron,Rodgers,GBP,QB,38,15,QB,robust,20.386599999999998,5,0.021100000000000563,0,20.386599999999998,20.386599999999998,5
7836,Aaron,Rodgers,GBP,QB,38,15,QB,weighted,20.386599999999998,5,0.02109999999999701,NA,20.386599999999998,20.386599999999998,5
8269,Marcedes,Lewis,GBP,TE,37,14,TE,average,0.08600000000000001,64,0.0010000000000000009,NA,0.08600000000000001,0.08600000000000001,NA
8269,Marcedes,Lewis,GBP,TE,37,14,TE,robust,0.08600000000000001,64,0.0010000000000000009,0,0.08600000000000001,0.08600000000000001,NA
8269,Marcedes,Lewis,GBP,TE,37,14,TE,weighted,0.08600000000000001,64,0.0010000000000000009,NA,0.08600000000000001,0.08600000000000001,NA
8658,Adrian,Peterson,DET,RB,36,13,RB,average,4.505000000000001,56,0.47850000000000037,NA,4.505000000000001,4.505000000000001,56
8658,Adrian,Peterson,DET,RB,36,13,RB,robust,4.505000000000001,56,0.47850000000000037,0,4.505000000000001,4.505000000000001,56
8658,Adrian,Peterson,DET,RB,36,13,RB,weighted,4.505000000000001,56,0.47850000000000037,NA,4.505000000000001,4.505000000000001,56
9073,Chad,Henne,KCC,QB,36,12,QB,average,14.3578,27,4.795,NA,14.3578,14.3578,27
9073,Chad,Henne,KCC,QB,36,12,QB,robust,14.3578,27,4.795,0,14.3578,14.3578,27
9073,Chad,Henne,KCC,QB,36,12,QB,weighted,14.3578,27,4.795,Inf,14.3578,14.3578,27
9075,DeSean,Jackson,PHI,WR,35,12,WR,average,0.23,103,0.10200000000000001,NA,0.23,0.23,103
9075,DeSean,Jackson,PHI,WR,35,12,WR,robust,0.23,103,0.10200000000000001,0,0.23,0.23,103
9075,DeSean,Jackson,PHI,WR,35,12,WR,weighted,0.23,103,0.10200000000000001,NA,0.23,0.23,103
9099,Matt,Ryan,ATL,QB,36,12,QB,average,16.5726,22,1.2248000000000019,NA,16.5726,16.5726,22
9099,Matt,Ryan,ATL,QB,36,12,QB,robust,16.5726,22,1.2248000000000019,0,16.5726,16.5726,22
9099,Matt,Ryan,ATL,QB,36,12,QB,weighted,16.5726,22,1.2248000000000019,NA,16.5726,16.5726,22
9200,Matt,Slater,NEP,WR,36,12,WR,average,0.085,115,NA,NA,0.085,0.085,NA
9200,Matt,Slater,NEP,WR,36,12,WR,robust,0.085,115,NA,0,0.085,0.085,NA
9200,Matt,Slater,NEP,WR,36,12,WR,weighted,0.085,115,NA,NA,0.085,0.085,NA
9308,Danny,Amendola,DET,WR,36,12,WR,average,9.946000000000002,49,0.3680000000000021,NA,9.946000000000002,9.946000000000002,49
9308,Danny,Amendola,DET,WR,36,12,WR,robust,9.946000000000002,49,0.3680000000000021,0,9.946000000000002,9.946000000000002,49
9308,Danny,Amendola,DET,WR,36,12,WR,weighted,9.946000000000002,49,0.3680000000000021,NA,9.946000000000002,9.946000000000002,49
9431,Matthew,Stafford,DET,QB,33,11,QB,average,18.974800000000002,11,0.5021000000000022,NA,18.974800000000002,18.974800000000002,11
9431,Matthew,Stafford,DET,QB,33,11,QB,robust,18.974800000000002,11,0.5021000000000022,0,18.974800000000002,18.974800000000002,11
9431,Matthew,Stafford,DET,QB,33,11,QB,weighted,18.974800000000002,11,0.5021000000000022,NA,18.974800000000002,18.974800000000002,11
9474,Jared,Cook,NOS,TE,34,11,TE,average,9.831,11,0.45699999999999896,NA,9.831,9.831,11
9474,Jared,Cook,NOS,TE,34,11,TE,robust,9.831,11,0.45699999999999896,0,9.831,9.831,11
9474,Jared,Cook,NOS,TE,34,11,TE,weighted,9.831,11,0.45699999999999896,NA,9.831,9.831,11
9823,Dez,Bryant,BAL,WR,33,10,WR,average,6.423,72,0.5339999999999998,NA,6.423,6.423,72
9823,Dez,Bryant,BAL,WR,33,10,WR,robust,6.423,72,0.5339999999999998,0,6.423,6.423,72
9823,Dez,Bryant,BAL,WR,33,10,WR,weighted,6.423,72,0.5339999999999998,NA,6.423,6.423,72
9902,Rob,Gronkowski,TBB,TE,32,10,TE,average,9.161000000000001,13,0.4195000000000011,NA,9.161000000000001,9.161000000000001,13
9902,Rob,Gronkowski,TBB,TE,32,10,TE,robust,9.161000000000001,13,0.4195000000000011,0,9.161000000000001,9.161000000000001,13
